PRESIDENTIAL ELECTORS (Vote For 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hillary Clinton,,,,,,Donald J. Trump,,,,,,Gary Johnson,,,,,,WRITE-IN,,,,,,Jill Stein,,,,,,Darrell L. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Registered Voters,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRADFORD WOODS,1016,310,24,0,0,0,334,403,23,0,0,0,426,33,0,0,0,0,33,9,2,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 1,554,201,17,0,0,0,218,181,3,0,0,0,184,13,0,0,0,0,13,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 2,752,245,4,1,0,0,250,255,6,1,0,0,262,16,0,0,0,0,16,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 3,586,213,10,0,0,0,223,196,4,0,0,0,200,9,0,1,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,2,0,0,0,0,2,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 4,785,252,4,0,0,0,256,252,4,1,0,0,257,19,1,0,0,0,20,2,0,0,0,0,2,13,0,0,0,0,13,0,0,0,0,0,0,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 5,716,264,3,1,0,0,268,180,3,0,0,0,183,23,1,0,0,0,24,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 6,706,241,6,1,0,0,248,167,6,1,0,0,174,13,0,0,0,0,13,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 7,768,247,10,0,0,0,257,249,7,0,0,0,256,22,0,0,0,0,22,7,0,0,0,0,7,3,0,0,0,0,3,2,0,0,0,0,2,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 8,720,250,9,0,0,0,259,266,7,0,0,0,273,13,3,0,0,0,16,1,0,0,0,0,1,4,0,0,0,0,4,2,0,0,0,0,2,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 9,582,191,6,3,0,0,200,206,12,0,0,0,218,8,0,0,0,0,8,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD DIST 10,563,166,7,0,0,0,173,210,1,0,0,0,211,16,1,0,0,0,17,3,0,0,0,0,3,5,0,0,0,0,5,0,1,0,0,0,1,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDGEVILLE DIST 1,783,266,10,0,0,0,276,257,9,0,0,0,266,29,0,0,0,0,29,4,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDGEVILLE DIST 2,881,265,15,0,0,0,280,266,11,0,0,0,277,22,1,0,0,0,23,4,0,0,0,0,4,9,0,0,0,0,9,2,0,0,0,0,2,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDGEVILLE DIST 3,847,259,12,0,0,0,271,320,5,1,0,0,326,19,0,0,0,0,19,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDGEVILLE DIST 4,954,310,22,0,0,0,332,310,6,0,0,0,316,15,0,0,0,0,15,13,1,0,0,0,14,5,0,0,0,0,5,2,1,0,0,0,3,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 1 DIST 1,508,163,6,0,0,0,169,150,1,0,0,0,151,4,0,1,0,0,5,5,0,0,0,0,5,2,0,0,0,0,2,3,0,0,0,0,3,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 1 DIST 2,1171,393,11,2,0,0,406,328,17,1,0,0,346,27,2,0,0,0,29,10,1,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 1 DIST 3,816,283,3,0,0,0,286,258,11,3,0,0,272,8,0,0,0,0,8,6,0,0,0,0,6,9,0,0,0,0,9,5,0,0,0,0,5,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 1 DIST 4,375,121,3,2,0,0,126,77,3,1,0,0,81,8,0,0,0,0,8,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 2 DIST 1,651,221,8,2,0,0,231,169,5,0,0,0,174,20,0,0,0,0,20,8,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,1,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 2 DIST 2,514,191,8,1,0,0,200,140,2,0,0,0,142,7,2,0,0,0,9,8,0,0,0,0,8,1,0,0,0,0,1,2,0,0,0,0,2,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 2 DIST 3,489,176,17,0,0,0,193,180,11,0,0,0,191,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,1,0,0,0,0,1,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE WARD 2 DIST 4,935,325,21,2,0,0,348,223,6,0,0,0,229,14,0,1,0,0,15,4,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 1,1020,377,15,0,0,0,392,231,18,1,0,0,250,18,0,0,0,0,18,11,2,0,0,0,13,3,1,0,0,0,4,1,0,0,0,0,1,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 2,861,310,5,0,0,0,315,238,8,0,0,0,246,25,0,0,0,0,25,12,0,0,0,0,12,6,0,0,0,0,6,1,0,0,0,0,1,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 3,793,297,6,0,0,0,303,248,2,0,0,0,250,18,0,0,0,0,18,7,0,0,0,0,7,2,0,0,0,0,2,3,0,0,0,0,3,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 4,653,270,5,0,0,0,275,179,5,0,0,0,184,19,1,0,0,0,20,6,0,0,0,0,6,4,0,0,0,0,4,1,0,0,0,0,1,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 5,618,253,11,1,0,0,265,176,3,1,0,0,180,14,0,1,0,0,15,7,1,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 6,642,241,8,0,0,0,249,228,5,1,0,0,234,11,1,0,0,0,12,3,1,0,0,0,4,4,1,0,0,0,5,4,0,0,0,0,4,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 7,786,267,14,0,0,0,281,281,3,1,0,0,285,20,0,0,0,0,20,5,1,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASL SHANNON DIST 8,560,214,8,1,0,0,223,196,3,0,0,0,199,10,0,0,0,0,10,5,2,0,0,0,7,4,0,0,0,0,4,1,0,0,0,0,1,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALFANT DIST 1,579,215,5,0,0,0,220,178,5,0,0,0,183,10,3,0,0,0,13,4,0,0,0,0,4,8,0,0,0,0,8,1,0,0,0,0,1,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESWICK DIST 1,622,208,9,0,0,0,217,250,5,0,0,0,255,11,0,0,0,0,11,4,1,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESWICK DIST 2,636,195,5,0,0,0,200,263,13,1,0,0,277,11,0,1,0,0,12,0,1,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,3,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURCHILL DIST 1,682,358,19,0,0,0,377,160,8,0,0,0,168,14,1,0,0,0,15,5,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,1,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURCHILL DIST 2,685,320,25,0,0,0,345,158,11,0,0,0,169,15,1,0,0,0,16,4,2,0,0,0,6,1,1,0,0,0,2,1,0,0,0,0,1,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURCHILL DIST 3,641,289,17,0,0,0,306,186,10,0,0,0,196,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,2,0,0,0,0,2,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHURCHILL DIST 4,682,291,14,0,0,0,305,213,15,0,0,0,228,5,1,0,0,0,6,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 1 DIST 1,379,127,2,1,0,0,130,79,0,0,0,0,79,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,1,0,0,0,0,1,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 1 DIST 2,401,127,5,0,0,0,132,102,0,0,0,0,102,8,0,0,0,0,8,2,0,0,0,0,2,5,0,0,0,0,5,2,0,0,0,0,2,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 1 DIST 3,349,96,2,0,0,0,98,115,3,0,0,0,118,7,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 2 DIST 1,135,70,5,0,0,0,75,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 2 DIST 2,340,181,3,0,0,0,184,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 2 DIST 3,464,249,9,0,0,0,258,38,0,0,0,0,38,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 3 DIST 1,450,180,3,0,0,0,183,116,1,1,0,0,118,2,0,0,0,0,2,1,0,0,0,0,1,5,0,0,0,0,5,1,1,0,0,0,2,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 3 DIST 2,390,157,5,0,0,0,162,74,0,0,0,0,74,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 3 DIST 3,432,169,4,3,0,0,176,67,0,1,0,0,68,3,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 4 DIST 1,401,201,10,1,0,0,212,23,3,0,0,0,26,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 4 DIST 2,397,178,5,1,0,0,184,41,4,0,0,0,45,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAIRTON WARD 4 DIST 3,439,140,8,0,0,0,148,130,2,0,0,0,132,5,0,0,0,0,5,3,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,1,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLIER DIST 1,1110,345,17,0,0,0,362,452,40,0,0,0,492,18,1,0,0,0,19,3,1,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLIER DIST 2,1251,346,19,1,0,0,366,554,28,0,0,0,582,29,0,0,0,0,29,9,1,0,0,0,10,6,1,0,0,0,7,4,0,0,0,0,4,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLIER DIST 3,1128,408,21,0,0,0,429,401,24,0,0,0,425,14,2,0,0,0,16,5,1,0,0,0,6,2,0,0,0,0,2,2,0,0,0,0,2,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLIER DIST 4,773,274,22,0,5,0,301,242,19,0,1,0,262,15,1,0,0,0,16,3,1,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLIER DIST 5,943,182,25,0,0,0,207,429,54,0,0,0,483,9,4,0,0,0,13,7,1,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLIER DIST 6,1080,335,12,1,0,0,348,340,7,1,0,0,348,25,2,0,0,0,27,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 1 DIST 1,476,216,3,0,0,0,219,93,0,0,0,0,93,10,0,0,0,0,10,4,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 1 DIST 2,505,201,3,0,0,0,204,139,2,0,0,0,141,10,0,0,0,0,10,2,0,0,0,0,2,4,0,0,0,0,4,1,0,0,0,0,1,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 2,814,280,5,0,0,0,285,180,3,0,0,0,183,10,1,0,0,0,11,6,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 3 DIST 1,611,221,7,0,0,0,228,169,11,0,0,0,180,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,3,1,0,0,0,4,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 3 DIST 2,619,189,5,0,0,0,194,183,2,0,0,0,185,24,0,0,0,0,24,7,0,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,5,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 4 DIST 1,443,149,4,0,0,0,153,123,3,1,0,0,127,11,0,0,0,0,11,11,0,0,0,0,11,4,1,0,0,0,5,0,0,0,0,0,0,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORAOPOLIS WARD 4 DIST 2,504,179,4,0,0,0,183,155,6,0,0,0,161,18,0,0,0,0,18,3,0,0,0,0,3,7,0,0,0,0,7,1,0,0,0,0,1,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTON WARD 1 DIST 1,888,350,17,1,0,0,368,218,7,0,0,0,225,25,3,0,0,0,28,9,2,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTON WARD 1 DIST 2,618,251,8,2,0,0,261,158,2,0,0,0,160,20,0,0,0,0,20,6,1,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTON WARD 2 DIST 1,604,243,15,0,0,0,258,164,7,0,0,0,171,18,0,0,0,0,18,6,1,0,0,0,7,4,1,0,0,0,5,1,0,0,0,0,1,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTON WARD 2 DIST 2,801,347,6,0,0,0,353,180,7,0,0,0,187,8,1,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTON WARD 3 DIST 1,958,359,20,0,0,0,379,258,1,0,0,0,259,30,1,0,0,0,31,15,0,0,0,0,15,6,0,0,0,0,6,2,0,0,0,0,2,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTON WARD 3 DIST 2,582,209,4,0,0,0,213,173,10,0,0,0,183,18,0,0,0,0,18,6,0,0,0,0,6,12,0,0,0,0,12,1,0,0,0,0,1,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRESCENT WARD 1,1111,320,21,0,0,0,341,416,23,0,0,0,439,26,2,0,0,0,28,5,0,0,0,0,5,5,0,0,0,0,5,1,0,0,0,0,1,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRESCENT WARD 2,669,185,6,0,0,0,191,273,11,0,0,0,284,17,0,0,0,0,17,5,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,1,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 1,758,325,12,1,0,0,338,172,5,1,0,0,178,19,1,0,0,0,20,3,1,0,0,0,4,3,0,0,0,0,3,1,0,0,0,0,1,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 2,533,230,12,0,0,0,242,146,4,0,0,0,150,17,0,0,0,0,17,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 3,960,392,12,0,0,0,404,165,10,0,0,0,175,31,1,0,0,0,32,13,0,0,0,0,13,15,0,0,0,0,15,0,0,0,0,0,0,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 4,648,268,17,0,0,0,285,160,6,0,0,0,166,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,1,0,0,0,0,1,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 5,1079,474,17,0,0,0,491,213,7,0,0,0,220,17,2,0,0,0,19,6,0,0,0,0,6,13,1,0,0,0,14,1,1,0,0,0,2,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 6,537,213,5,0,0,0,218,115,6,0,0,0,121,19,0,0,0,0,19,11,0,0,0,0,11,4,0,0,0,0,4,2,0,0,0,0,2,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 7,518,269,8,0,0,0,277,90,3,0,0,0,93,10,0,0,0,0,10,5,0,0,0,0,5,1,0,0,0,0,1,2,0,0,0,0,2,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 8,413,188,3,0,0,0,191,118,2,0,0,0,120,8,1,0,0,0,9,3,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 9,534,238,15,0,0,0,253,108,1,0,0,0,109,13,0,0,0,0,13,8,0,0,0,0,8,7,1,0,0,0,8,0,0,0,0,0,0,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORMONT DIST 10,610,300,11,0,0,0,311,134,7,1,0,0,142,16,1,1,0,0,18,2,0,0,0,0,2,4,1,0,0,0,5,1,0,0,0,0,1,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAVOSBURG DIST 1,564,146,6,0,0,0,152,210,7,0,0,0,217,4,0,0,0,0,4,2,0,0,0,0,2,6,0,0,0,0,6,1,0,0,0,0,1,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAVOSBURG DIST 2,380,103,3,0,0,0,106,164,7,1,0,0,172,2,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,2,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAVOSBURG DIST 3,271,78,6,0,0,0,84,83,1,0,0,0,84,4,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUQUESNE WARD 1 DIST 1,478,210,7,0,0,0,217,97,6,0,0,0,103,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUQUESNE WARD 1 DIST 2,540,224,4,2,0,0,230,45,1,0,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUQUESNE WARD 1 DIST 3,314,138,3,2,0,0,143,19,1,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
